run_id,beamOn,Emean_MeV,sigmaE_MeV,sigmaTheta_deg,sigma_x_mm,sigma_y_mm

001,10000000,9.750,1.30,0.2,0.73,0.73
002,10000000,9.750,1.35,0.2,0.73,0.73
003,10000000,9.750,1.40,0.2,0.73,0.73

004,10000000,9.775,1.30,0.2,0.73,0.73
005,10000000,9.775,1.35,0.2,0.73,0.73   
006,10000000,9.775,1.40,0.2,0.73,0.73

007,10000000,9.800,1.30,0.2,0.73,0.73
008,10000000,9.800,1.35,0.2,0.73,0.73
009,10000000,9.800,1.40,0.2,0.73,0.73
