run_id,beamOn,Emean_MeV,sigmaE_MeV,sigmaTheta_deg,sigma_x_mm,sigma_y_mm
101,500000,9.85,1.00,0.2,0.73,0.73
102,500000,9.85,1.10,0.2,0.73,0.73
103,500000,9.85,1.20,0.2,0.73,0.73

104,500000,9.80,1.00,0.2,0.73,0.73
105,500000,9.80,1.10,0.2,0.73,0.73
106,500000,9.80,1.20,0.2,0.73,0.73

107,500000,9.75,1.00,0.2,0.73,0.73
108,500000,9.75,1.10,0.2,0.73,0.73
109,500000,9.75,1.20,0.2,0.73,0.73

110,500000,9.70,1.00,0.2,0.73,0.73
111,500000,9.70,1.10,0.2,0.73,0.73
112,500000,9.70,1.20,0.2,0.73,0.73
